Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,"Total 
Enrollment
(Grades 9-12)","CALPADS Unduplicated 
Pupil Count
(CUPC)
(Grades 9-12)","CALPADS Unduplicated Pupil Percentage (CUPP)
(Grades 9-12)","CUPP 
75% or more
(Grades 9-12)
(Y/N)","CALPADS Fall 1 
Certification Status 
(Y/N)"
2021-2022,44,69823,4430195,Santa Cruz,Santa Cruz City High,Alternative Family Education,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,42,6,14.29%,N,Y
2021-2022,48,70565,0000001,Solano,Travis Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,14.29%,N,Y
2021-2022,31,75085,0108084,Placer,Rocklin Unified,Whitney High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,040",292,14.31%,N,Y
2021-2022,41,69047,4130472,San Mateo,San Mateo Union High,Burlingame High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,530",219,14.31%,N,Y
2021-2022,19,64535,1932763,Los Angeles,El Segundo Unified,El Segundo High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,311",194,14.80%,N,Y
2021-2022,19,65136,1931740,Los Angeles,William S. Hart Union High,Saugus High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,454",365,14.87%,N,Y
2021-2022,41,68924,0000001,San Mateo,Jefferson Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,3,15.00%,N,Y
2021-2022,57,72678,6066245,Yolo,Davis Joint Unified,Ralph Waldo Emerson Junior High,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,9,157,24,15.29%,N,Y
2021-2022,19,64683,1931781,Los Angeles,Las Virgenes Unified,Calabasas High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,853",284,15.33%,N,Y
2021-2022,37,68304,0131250,San Diego,Ramona City Unified,Mountain Valley Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,104,16,15.38%,N,Y
2021-2022,43,69609,4334728,Santa Clara,Mountain View-Los Altos Union High,Mountain View High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,316",358,15.46%,N,Y
2021-2022,19,64683,1930080,Los Angeles,Las Virgenes Unified,Agoura High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,874",290,15.47%,N,Y
2021-2022,31,75085,3130150,Placer,Rocklin Unified,Rocklin High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,210",346,15.66%,N,Y
2021-2022,39,76760,0128967,San Joaquin,Lammersville Joint Unified,Mountain House High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,974",310,15.70%,N,Y
2021-2022,19,65029,1938455,Los Angeles,South Pasadena Unified,South Pasadena Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,450",230,15.86%,N,Y
2021-2022,37,68296,3730819,San Diego,Poway Unified,Rancho Bernardo High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,334",375,16.07%,N,Y
2021-2022,07,61804,0000001,Contra Costa,San Ramon Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,5,16.13%,N,Y
2021-2022,30,73924,3033917,Orange,Los Alamitos Unified,Los Alamitos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,172",522,16.46%,N,Y
2021-2022,07,61804,0730218,Contra Costa,San Ramon Valley Unified,Venture (Alternative),Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,194,32,16.49%,N,Y
2021-2022,19,64980,1995737,Los Angeles,Santa Monica-Malibu Unified,Malibu High,Unified School District,K-12 Schools (Public),Traditional,N/A,No,N/A,N/A,N,9,12,412,68,16.50%,N,Y
2021-2022,37,75614,0000001,San Diego,Valley Center-Pauma Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,16.67%,N,Y
2021-2022,01,61150,0130047,Alameda,Castro Valley Unified,Roy A. Johnson High,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,9,12,24,4,16.67%,N,Y
2021-2022,01,61275,0000001,Alameda,Piedmont City Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,16.67%,N,Y
2021-2022,15,63529,0000001,Kern,Kern High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24,4,16.67%,N,Y
2021-2022,19,64311,0000001,Los Angeles,Beverly Hills Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,16.67%,N,Y
2021-2022,19,65029,0000001,Los Angeles,South Pasadena Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,2,16.67%,N,Y
2021-2022,28,66266,0000001,Napa,Napa Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,16.67%,N,Y
2021-2022,30,66621,3030046,Orange,Orange Unified,Canyon High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,138",358,16.74%,N,Y
2021-2022,33,67116,0109843,Riverside,Menifee Union Elementary,Santa Rosa Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0730,Directly funded,Y,K,12,472,79,16.74%,N,Y
2021-2022,34,67330,3433216,Sacramento,Folsom-Cordova Unified,Folsom High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,675",453,16.93%,N,Y
2021-2022,56,73759,5630116,Ventura,Conejo Valley Unified,Westlake High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,166",369,17.04%,N,Y
2021-2022,07,61721,0107797,Contra Costa,Liberty Union High,Heritage High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,618",447,17.07%,N,Y
2021-2022,57,72678,6060396,Yolo,Davis Joint Unified,Oliver Wendell Holmes Junior High,Unified School District,Junior High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,9,228,39,17.11%,N,Y
2021-2022,31,66928,3130176,Placer,Roseville Joint Union High,Woodcreek High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,044",351,17.17%,N,Y
2021-2022,19,75341,1937143,Los Angeles,Redondo Beach Unified,Redondo Union High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,109",534,17.18%,N,Y
2021-2022,19,64469,0134858,Los Angeles,Duarte Unified,California School of the Arts - San Gabriel Valley,Unified School District,High Schools (Public),Traditional,N/A,Yes,1838,Directly funded,Y,9,12,982,169,17.21%,N,Y
2021-2022,19,10199,1933399,Los Angeles,Los Angeles County Office of Education,L.A. County High School for the Arts,County Office of Education (COE),Opportunity Schools,Opportunity School,N/A,No ,N/A,N/A,N,9,12,527,91,17.27%,N,Y
2021-2022,43,69468,4333316,Santa Clara,Fremont Union High,Homestead High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,321",401,17.28%,N,Y
2021-2022,09,10090,0136036,El Dorado,El Dorado County Office of Education,John Adams Academy - El Dorado Hills,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,1880,Directly funded,Y,K,12,133,23,17.29%,N,Y
2021-2022,12,10124,0134163,Humboldt,Humboldt County Office of Education,Northcoast Preparatory and Performing Arts Academy,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0930,Directly funded,Y,6,12,86,15,17.44%,N,Y
2021-2022,49,70961,4930319,Sonoma,Twin Hills Union Elementary,Orchard View,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0310,Locally funded,N,K,12,91,16,17.58%,N,Y
2021-2022,56,72546,0131698,Ventura,Oxnard Union High,Rancho Campana High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,828,146,17.63%,N,Y
2021-2022,01,61176,0130062,Alameda,Fremont Unified,American High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,522",445,17.64%,N,Y
2021-2022,57,72678,0119578,Yolo,Davis Joint Unified,Da Vinci Charter Academy,Unified School District,High Schools (Public),Traditional,N/A,Yes,1079,Locally funded,N,7,12,349,62,17.77%,N,Y
2021-2022,49,73882,0000001,Sonoma,Cotati-Rohnert Park Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,5,17.86%,N,Y
2021-2022,10,62166,0114553,Fresno,Fresno Unified,University High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0890,Directly funded,Y,9,12,487,87,17.86%,N,Y
2021-2022,57,72678,5732201,Yolo,Davis Joint Unified,Davis Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,10,12,"1,810",324,17.90%,N,Y
2021-2022,42,69112,0124255,Santa Barbara,Blochman Union Elementary,Trivium Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1319,Directly funded,Y,K,12,50,9,18.00%,N,Y
2021-2022,56,10561,6069231,Ventura,Ventura County Office of Education,Ventura County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,100,18,18.00%,N,Y
2021-2022,31,66951,0140541,Placer,Western Placer Unified,Twelve Bridges High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,566,102,18.02%,N,Y
2021-2022,01,61200,0133397,Alameda,Livermore Valley Joint Unified,Granada High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,295",414,18.04%,N,Y
2021-2022,27,66134,2733657,Monterey,Pacific Grove Unified,Pacific Grove High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,570,103,18.07%,N,Y
2021-2022,01,75093,0138164,Alameda,Dublin Unified,Dublin Unified Transition Program,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,12,12,22,4,18.18%,N,Y
2021-2022,21,65482,0000001,Marin,Tamalpais Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,4,18.18%,N,Y
2021-2022,37,68338,3730884,San Diego,San Diego Unified,Scripps Ranch High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,950",356,18.26%,N,Y
2021-2022,37,73551,0127423,San Diego,Carlsbad Unified,Sage Creek High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,451",265,18.26%,N,Y
2021-2022,40,68841,4037701,San Luis Obispo,Templeton Unified,Templeton High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,760,139,18.29%,N,Y
2021-2022,49,73882,4930384,Sonoma,Cotati-Rohnert Park Unified,Technology High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,342,64,18.71%,N,Y
2021-2022,43,69401,4330239,Santa Clara,Campbell Union High,Leigh High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,767",333,18.85%,N,Y
2021-2022,37,68296,3730074,San Diego,Poway Unified,Mt. Carmel High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,857",350,18.85%,N,Y
2021-2022,21,65466,0000001,Marin,San Rafael City High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,4,19.05%,N,Y
2021-2022,30,66555,3033206,Orange,Laguna Beach Unified,Laguna Beach High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,013",194,19.15%,N,Y
2021-2022,38,68478,3830387,San Francisco,San Francisco Unified,"Asawa (Ruth) SF Sch of the Arts, A Public School",Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,750,145,19.33%,N,Y
2021-2022,01,61176,0134270,Alameda,Fremont Unified,Irvington High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,315",448,19.35%,N,Y
2021-2022,41,69047,4130217,San Mateo,San Mateo Union High,Aragon High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,757",346,19.69%,N,Y
2021-2022,27,65987,2730414,Monterey,Carmel Unified,Carmel High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,842,167,19.83%,N,Y
2021-2022,56,73759,5633748,Ventura,Conejo Valley Unified,Newbury Park High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,287",455,19.90%,N,Y
2021-2022,09,61853,0936302,El Dorado,El Dorado Union High,Ponderosa High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,778",354,19.91%,N,Y
2021-2022,37,68296,0000001,San Diego,Poway Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,8,20.00%,N,Y
2021-2022,56,72546,0115105,Ventura,Oxnard Union High,Camarillo Academy of Progressive Education,High School District,K-12 Schools (Public),Traditional,N/A,Yes,0943,Directly funded,N,K,12,5,1,20.00%,N,Y
2021-2022,43,10439,0000001,Santa Clara,Santa Clara County Office of Education,"Nonpublic, Nonsectarian Schools",County Office of Education (COE),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,20.00%,N,Y
2021-2022,43,69666,4330593,Santa Clara,San Jose Unified,Middle College High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,11,12,35,7,20.00%,N,Y
2021-2022,39,68569,0000001,San Joaquin,Lincoln Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,2,20.00%,N,Y
2021-2022,33,75192,3330917,Riverside,Temecula Valley Unified,Temecula Preparatory,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0284,Directly funded,Y,K,12,335,67,20.00%,N,Y
2021-2022,19,64311,1930981,Los Angeles,Beverly Hills Unified,Beverly Hills High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,240",249,20.08%,N,Y
2021-2022,31,75085,3130218,Placer,Rocklin Unified,Rocklin Alternative Education Center,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,69,14,20.29%,N,Y
2021-2022,43,69641,6048300,Santa Clara,Palo Alto Unified,Greendell,Unified School District,Elementary Schools (Public),Traditional,N/A,No,N/A,N/A,N,P,12,49,10,20.41%,N,Y
2021-2022,01,61259,3030772,Alameda,Oakland Unified,Oakland School for the Arts,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0340,Directly funded,Y,6,12,443,91,20.54%,N,Y
2021-2022,41,68924,4137535,San Mateo,Jefferson Union High,Terra Nova High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,742,153,20.62%,N,Y
2021-2022,43,69401,0000001,Santa Clara,Campbell Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,6,20.69%,N,Y
2021-2022,37,68346,3730033,San Diego,San Dieguito Union High,Torrey Pines High,High School District,High Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,9,12,"2,649",548,20.69%,N,Y
2021-2022,30,73650,0133405,Orange,Irvine Unified,Portola High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,097",435,20.74%,N,Y
2021-2022,43,69427,4330692,Santa Clara,East Side Union High,Evergreen Valley High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,896",602,20.79%,N,Y
2021-2022,37,68338,3730751,San Diego,San Diego Unified,Mt. Everest Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,125,26,20.80%,N,Y
2021-2022,09,61853,0930214,El Dorado,El Dorado Union High,Pacific Crest Academy,High School District,High Schools (Public),Traditional,N/A,Yes,0366,Locally funded,N,9,12,110,23,20.91%,N,Y
2021-2022,33,75192,0105734,Riverside,Temecula Valley Unified,Great Oak High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,082",645,20.93%,N,Y
2021-2022,36,75069,0000001,San Bernardino,Upland Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,4,21.05%,N,Y
2021-2022,51,71449,5137500,Sutter,Sutter Union High,Sutter High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,760,161,21.18%,N,Y
2021-2022,19,64865,0000000,Los Angeles,Palos Verdes Peninsula Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,33,7,21.21%,N,Y
2021-2022,07,61754,0730044,Contra Costa,Mt. Diablo Unified,Northgate High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,496",318,21.26%,N,Y
2021-2022,30,66464,3030574,Orange,Capistrano Unified,Aliso Niguel High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,773",590,21.28%,N,Y
2021-2022,19,75663,6120158,Los Angeles,SBE - New West Charter,New West Charter,State Board of Education,K-12 Schools (Public),Traditional,N/A,Yes,0431,Directly funded,N,6,12,600,128,21.33%,N,Y
2021-2022,01,61200,0000001,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,6,21.43%,N,Y
2021-2022,56,72603,0000001,Ventura,Simi Valley Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,3,21.43%,N,Y
2021-2022,30,73650,0000000,Orange,Irvine Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,14,3,21.43%,N,Y
2021-2022,01,61150,0132225,Alameda,Castro Valley Unified,Castro Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,699",580,21.49%,N,Y
2021-2022,43,69468,0000001,Santa Clara,Fremont Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46,10,21.74%,N,Y
2021-2022,19,64568,1932144,Los Angeles,Glendale Unified,Crescenta Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,497",545,21.83%,N,Y
2021-2022,37,68106,0111195,San Diego,Escondido Union High,Classical Academy High,High School District,High Schools (Public),Traditional,N/A,Yes,0759,Directly funded,Y,9,12,"1,246",273,21.91%,N,Y
2021-2022,43,69427,4330023,Santa Clara,East Side Union High,Santa Teresa High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,164",475,21.95%,N,Y
2021-2022,42,69112,0137885,Santa Barbara,Blochman Union Elementary,Trivium Charter School Voyage,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1995,Directly funded,Y,K,12,59,13,22.03%,N,Y
2021-2022,36,67843,3630928,San Bernardino,Redlands Unified,Grove,Unified School District,High Schools (Public),Traditional,N/A,Yes,0180,Directly funded,N,7,12,158,35,22.15%,N,Y
2021-2022,44,69807,4436754,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,707,157,22.21%,N,Y
2021-2022,19,75291,0000001,Los Angeles,San Gabriel Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,22.22%,N,Y
2021-2022,12,75382,1230085,Humboldt,Mattole Unified,Mattole Triple Junction High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,9,2,22.22%,N,Y
2021-2022,01,61119,0130229,Alameda,Alameda Unified,Alameda High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,808",403,22.29%,N,Y
2021-2022,37,73551,3730694,San Diego,Carlsbad Unified,Carlsbad High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,285",510,22.32%,N,Y
2021-2022,19,65060,1938356,Los Angeles,Torrance Unified,South High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,962",438,22.32%,N,Y
2021-2022,21,10215,6069504,Marin,Marin County Office of Education,Marin County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,94,21,22.34%,N,Y
2021-2022,30,66464,0124131,Orange,Capistrano Unified,California Preparatory Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,295,66,22.37%,N,Y
2021-2022,49,70920,4930244,Sonoma,Santa Rosa High,Maria Carrillo High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,545",347,22.46%,N,Y
